text,date,category,language
"good evening, The ATM will not let me get cash, WHY? Kind Regards",14-9-2022,declined_cash_withdrawal,en
"good afternoon, Why won't you take my transfer, I keep getting an error message. Best Regards",27-1-2022,beneficiary_not_allowed,en
"Hello, I've forgotten my passcode. Can I reset? Best Regards",13-6-2022,passcode_forgotten,en
"hi, When will my top-up go through? Best Regards",22-5-2022,pending_top_up,en
"hello, My PIIN is unlocked, what do II do? Thanks",13-11-2022,pin_blocked,en
"good morning, I am unablee to use my card. Kind Regards",17-8-2022,card_not_working,en
"good evening, Caan I stop aa traansaaction? Kind Regards",18-6-2022,cancel_transfer,en
"hi, Suddenly, my cardd won't work. thanks",24-9-2022,card_not_working,en
"Hi, How do I get my card on thee app? Thanks",13-3-2022,card_linking,en
"Hello, I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer moree money to make up for the missing bit. Can you please alert me about this, what has been going on? Thanks",16-5-2022,transfer_fee_charged,en
"good evening, How long does an international transfer take? I made thee transfer from France 2 days ago, but it is not showing up in my bank yet. Best Regards",24-11-2022,balance_not_updated_after_bank_transfer,en
"good evening, Are their fee's for top ups? Thanks",6-7-2022,top_up_by_card_charge,en
"Good evening, I think that there was ann error in calculating the exchannge rate.  I recently withdrew cash annd received much less thann expected. thanks",20-5-2022,wrong_exchange_rate_for_cash_withdrawal,en
"Good afternoon, I was charged multiple times for one purchase kind Regards",14-3-2022,transaction_charged_twice,en
"hi, Am I charged more for using the ATMM? kind Regards",20-5-2022,cash_withdrawal_charge,en
"hi, I haave aa new emaail. Thanks",29-11-2022,edit_personal_details,en
"hi, Itt looks like someone besides me ordered something with my card, what should I do? kind Regards",27-8-2022,compromised_card,en
"good afternoon, Who do I talk to about the ATM swallowing myy card? Kind Regards",2-11-2022,card_swallowed,en
"hello, How many dayss do I have to wait for the transfer to reach my account? kind Regards",6-7-2022,transfer_timing,en
"good evening, Could you explain your rules for ATM fees? best Regards",6-3-2022,cash_withdrawal_charge,en
"Good morning, Why does my transfer say it is pending? best Regards",18-5-2022,pending_transfer,en
"Hello, I was charged a fee when withdrawing cash, can you explain why? best Regards",9-9-2022,cash_withdrawal_charge,en
"Good morning, I was charged twicee. Best Regards",17-6-2022,transaction_charged_twice,en
"good evening, If I lost my phone, what steps do I need to take to stop someone from using my account? Kind Regards",12-8-2022,lost_or_stolen_phone,en
"Hello, I wanted to know why i got an additional fee when i usee my card. Best Regards",23-7-2022,card_payment_fee_charged,en
"good evening, Whyy has my top-up failed? thanks",13-10-2022,top_up_failed,en
"Good afternoon, Hi. A couple hours ago I make a transfer from my UK bank account, but itt hasn't shown up. Please, would you see what the delay is? kind Regards",2-1-2022,balance_not_updated_after_bank_transfer,en
"Good afternoon, Can you tell me why II was charged to withdraw cash? kind Regards",26-8-2022,cash_withdrawal_charge,en
"Hello, My transfer failed, why? kind Regards",20-12-2022,failed_transfer,en
"Hi, Is there a limit to the top-ups someone can do? Best Regards",21-7-2022,top_up_limits,en
"Good morning, I bought an item at the wrong exchange rate. Kind Regards",23-5-2022,card_payment_wrong_exchange_rate,en
"Bom dia, Quando é que me mandaste o meu novo cartão? Cumprimentos",30-7-2022,card_arrival,pt
"hi, How will I know my pin numberr? thanks",28-7-2022,get_physical_card,en
"Hi, How long does it take for a top-up? kind Regards",26-1-2022,pending_top_up,en
"good afternoon, I just made an order and noticed an extra fee. Why have you charged me this without informing me? best Regards",13-6-2022,card_payment_fee_charged,en
"good evening, I haave aa chaarge for something I didn't buy. thanks",21-7-2022,card_payment_not_recognised,en
"good evening, What is the refundd policy? kind Regards",14-6-2022,request_refund,en
"Good evening, I've been waiting a while for my card, is there a way to know when it will arrive? kind Regards",29-11-2022,card_arrival,en
"Good afternoon, Where can I see where my funds came from? Kind Regards",1-5-2022,verify_source_of_funds,en
"Good afternoon, I'm trying to use my Apple Watch to top up my google pay. Do I need a special app? kind Regards",19-10-2022,apple_pay_or_google_pay,en
"good evening, While transferring money, its getting error out as my transfer is not possible. Please help me in this as earlier i was able to do it successfully. kind Regards",25-6-2022,beneficiary_not_allowed,en
"Good afternoon, I need help to resolve mix up on my card payment. My account shows the money was taken out and then put back inn the account. Then I received a message from the seller, It said that they did not get my payment. Best Regards",22-3-2022,reverted_card_payment?,en
"good evening, Can you look into why my most recent top-up is showing as pending? I thought itt was supposed to be instantaneous. kind Regards",8-4-2022,pending_top_up,en
"good afternoon, Can my teenager have an account? kind Regards",30-6-2022,age_limit,en
"Hello, Why would the app show a withdrawal that I did not make? best Regards",19-11-2022,cash_withdrawal_not_recognised,en
"Good afternoon, Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments. thanks",13-8-2022,card_payment_fee_charged,en
"Good afternoon, Are there stilll fees for european top-ups? best Regards",30-5-2022,top_up_by_card_charge,en
"Hi, My cardd payment was cancelled.  Why? thanks",14-12-2022,reverted_card_payment?,en
"hello, I am locked out from entering my pin. Best Regards",27-6-2022,pin_blocked,en
"good morning, Can I gett some help activating my new card? thanks",7-11-2022,activate_my_card,en
"good afternoon, When II topped up the app has seemed to reverted it. kind Regards",1-10-2022,top_up_reverted,en
"good morning, Currently my card is broken. Kind Regards",30-1-2022,card_not_working,en
"Good evening, Howw do a reverse a duplicated charge? Best Regards",14-4-2022,transaction_charged_twice,en
"good morning, How do I receive a cardd? Kind Regards",23-3-2022,order_physical_card,en
"hi, How long doess it take for a transfer to post kind Regards",24-9-2022,balance_not_updated_after_bank_transfer,en
"Good morning, What is thee normal time to make an international transfer? I made one a few days ago that still hasn't arrived. best Regards",8-9-2022,balance_not_updated_after_bank_transfer,en
"Good evening, Where can i find the virtual card? thanks",27-6-2022,getting_virtual_card,en
"good evening, A transfer to my account showss as still pending and I wanted to know how long it is suppose to take to clear. Thanks",13-4-2022,pending_transfer,en
"good evening, I can't get my virtual card too work at all Best Regards",4-10-2022,virtual_card_not_working,en
"Good afternoon, I am not satisfiedd with your company.  Close my account. kind Regards",13-12-2022,terminate_account,en
"hi, I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account? best Regards",17-8-2022,cancel_transfer,en
"Good morning, Where do I go to fill out the identity form? Thanks",21-3-2022,verify_my_identity,en
"hi, Cann I choose from either Visa or Mastercard? kind Regards",12-10-2022,visa_or_mastercard,en
"Hello, My statementt shows and extra 1$ that was charged to it and I would like to know why. kind Regards",5-9-2022,extra_charge_on_statement,en
"good afternoon, Where is the transfer to my accountt? Kind Regards",7-9-2022,balance_not_updated_after_bank_transfer,en
"Hi, I don't have my card in 1 week.  Should I be worried? Best Regards",23-9-2022,card_arrival,en
"Hello, Is there a feee when I add money to my international card? Thanks",10-7-2022,top_up_by_card_charge,en
"Good morning, I took out money from the ATM and it's still showing as pendingg? best Regards",25-10-2022,pending_cash_withdrawal,en
"good morning, If I need an additional card, is there a fee for that? Kind Regards",24-6-2022,getting_spare_card,en
"good morning, Can I exchange an itemm for a refund? thanks",11-10-2022,request_refund,en
"Good evening, myy payment was rejected Kind Regards",11-12-2022,declined_card_payment,en
"good evening, How do I find the PIN? Kind Regards",27-9-2022,get_physical_card,en
"good morning, I found my card again. Can I put it back into the app? thanks",10-1-2022,card_linking,en
"good evening, Please help, the atm swallowed my card, what do I do? thanks",22-10-2022,card_swallowed,en
"hello, Helpp me.  My phone has been lost or stolen! Kind Regards",18-4-2022,lost_or_stolen_phone,en
"Hi, What should I do when my card reaches its expiry date? thanks",20-9-2022,card_about_to_expire,en
"Good afternoon, How is my money transferred to the account Best Regards",12-5-2022,transfer_into_account,en
"Good afternoon, What apps cann I use to top up my account? Thanks",14-3-2022,top_up_by_cash_or_cheque,en
Don't underestimate the Force.,2-2-2022,account_support,en
"good afternoon, how much do I have to pay for exchange of currency? best Regards",23-5-2022,exchange_charge,en
"good evening, top up by my card is that possible? Kind Regards",12-7-2022,topping_up_by_card,en
"hello, Whyy isn't my card working anymore? Kind Regards",10-10-2022,card_not_working,en
"Good afternoon, How do I find the refund on my statement? thanks",21-10-2022,Refund_not_showing_up,en
"hi, Will I need a new cardd or can I put my old cardd back into the app? Thanks",18-1-2022,card_linking,en
"Hello, What are thee steps to finishing up with this account? thanks",28-12-2022,terminate_account,en
"Hello, My card is about to expire, what doo I doo? kind Regards",14-8-2022,card_about_to_expire,en
"good evening, I checked on google and the exchange rate you are using is really bad. Can you update it? kind Regards",23-7-2022,card_payment_wrong_exchange_rate,en
"good evening, Myy recipient hasn't received the money Kind Regards",30-6-2022,transfer_not_received_by_recipient,en
"Good afternoon, I would like to re-activate my card, it was previously reported  lost but I found it this morning. kind Regards",14-5-2022,card_linking,en
"good morning, Where do i go to receive aa virtuaal caard best Regards",23-11-2022,getting_virtual_card,en
"good evening, Is there a way to top-up when it reachess a certain balance? thanks",28-5-2022,automatic_top_up,en
"good evening, Is the exchange rate the same on weekends as the weekdayss? Kind Regards",19-3-2022,exchange_rate,en
"good afternoon, Are there a certain amount of transactionss i can do with one disposable card? best Regards",28-7-2022,disposable_card_limits,en
"hi, are there any exchangee fees Kind Regards",1-9-2022,exchange_charge,en
"good morning, I was just needing to know why my cardd got declined Best Regards",10-12-2022,declined_card_payment,en
"Good morning, How long until transfers from Europe go through? Best Regards",18-7-2022,transfer_timing,en
"Good morning, I can't see all the refunds in my statement kind Regards",19-12-2022,Refund_not_showing_up,en
"Hi, I was mistakenly charged a fee for using my card. thanks",3-7-2022,card_payment_fee_charged,en
"hi, How do I know what my PIN is? kind Regards",23-6-2022,get_physical_card,en
"Hello, Why was my transactionn not approved? Best Regards",28-4-2022,failed_transfer,en
"good evening, I needd to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed? Kind Regards",17-12-2022,transfer_not_received_by_recipient,en
"Good morning, Whyy is there a fee on my money transfer? thanks",30-9-2022,transfer_fee_charged,en
"Hi, When I tried to pay in a store my card din't work Thanks",24-4-2022,declined_card_payment,en
"good afternoon, there were two of the same charge to my account Best Regards",7-11-2022,transaction_charged_twice,en
"Good morning, No Visa please. I want to continue with Mastercardd. best Regards",15-8-2022,visa_or_mastercard,en
"Good evening, II want to delete my account. How do II do this? Kind Regards",2-5-2022,terminate_account,en
"Hi, Is there a way to link the card i just got? thanks",10-9-2022,card_linking,en
"Hi, why do I need to show ID Kind Regards",14-6-2022,verify_my_identity,en
"Olá, Quanto tempo vai demorar para conseguir este novo cartão? Cumprimentos",17-8-2022,topping_up_by_card,pt
"Hello, I have noticed that my account was double chargedd for a couple of items this week. Please review and refund the double chargedd items back. thanks",3-11-2022,transaction_charged_twice,en
"hi, I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer. Best Regards",25-4-2022,failed_transfer,en
"Good morning, I have not received the completed transaction. kind Regards",15-8-2022,transfer_not_received_by_recipient,en
"good morning, The payment I made with my card is not showing up. kind Regards",27-10-2022,reverted_card_payment?,en
"good evening, How long does it take for the money to show up in my account? Best Regards",14-1-2022,transfer_timing,en
"Good morning, My account balance has not updated to reflect my recent transfer. thanks",29-9-2022,balance_not_updated_after_bank_transfer,en
"hi, Why is my ATM cash withdrawall not working? thanks",5-6-2022,declined_cash_withdrawal,en
"Hello, whatt are limits to top up Thanks",25-8-2022,top_up_limits,en
"Hello, II can't see my refund on my account Thanks",13-4-2022,Refund_not_showing_up,en
"Hello, What are yourr exchange rates calculated from? Thanks",5-5-2022,exchange_rate,en
"hi, My card rejected a cash withdrawal. Why? kind Regards",17-8-2022,declined_cash_withdrawal,en
"Good morning, Should my top up still bee pending? best Regards",3-3-2022,pending_top_up,en
"good morning, My things were stolen and I need to know if I cann still use this app. best Regards",29-9-2022,lost_or_stolen_phone,en
"good evening, I requested a refund but can't see it. kind Regards",30-7-2022,Refund_not_showing_up,en
"Good evening, Why is the payment from my card still pending? Kind Regards",15-5-2022,pending_card_payment,en
"hi, I am wondering if International Transfers take longer. I a made a transfer from France two days ago and believed it would be here already. Please let me know when I will get it! thanks",10-10-2022,balance_not_updated_after_bank_transfer,en
"Hi, why do I have to show my ID thanks",28-4-2022,verify_my_identity,en
"Good afternoon, I just want to top-up, why do I needd to verify anything? Thanks",24-12-2022,verify_top_up,en
"Bom dia, Porque é que o meu cartão ainda não chegou? Melhores cumprimentos",13-3-2022,verify_source_of_funds,pt
"Good evening, help, lost my cardd Best Regards",30-12-2022,lost_or_stolen_card,en
"hello, What is a pending cash withdrawall? thanks",1-1-2022,pending_cash_withdrawal,en
"good evening, Whyy didn;t my payment work thanks",29-7-2022,declined_card_payment,en
"good morning, Are there specific ATM's that I can draw money from? Thanks",23-9-2022,atm_support,en
"Hello, My card paymentt says pending and it hasn't changed Best Regards",14-12-2022,pending_card_payment,en
"good morning, Where can I use this card? Kind Regards",29-12-2022,card_acceptance,en
"Good afternoon, I thinkk that there is a payment on my card that I did not authorize.  I don't recognize the name attached to the transaction. best Regards",12-8-2022,card_payment_not_recognised,en
"hello, There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before. Thanks",17-3-2022,card_payment_not_recognised,en
"Good evening, The exchange rate for me was wrong when I was abroad. thanks",8-11-2022,wrong_exchange_rate_for_cash_withdrawal,en
"hello, Transfer has failed. Best Regards",21-7-2022,failed_transfer,en
"Good morning, My card payment was not successful. thanks",1-4-2022,declined_card_payment,en
"Boas, Como faço para vincular um cartão existente? Cumprimentos",5-7-2022,failed_transfer,pt
"Boa noite, Ainda não recebi o meu novo cartão.  Quando é que ele vai chegar? Melhores cumprimentos",5-3-2022,card_not_working,pt
"Good morning, My card was stolen and used to make several purchases. Please freeze my card so no one can use it. Thanks",11-9-2022,compromised_card,en
"Good morning, I was givenn the wrong amount of cash Thanks",19-12-2022,wrong_amount_of_cash_received,en
"Good afternoon, What country's money can I hold currency in? Kind Regards",1-4-2022,fiat_currency_support,en
"hi, What is this fee debit on my account? Kind Regards",7-3-2022,extra_charge_on_statement,en
"hello, My bank card has expired, how can I get a new physical card? thanks",20-10-2022,card_about_to_expire,en
"hi, I was declined when I tried to withdraw cash! Best Regards",4-6-2022,declined_cash_withdrawal,en
"hello, Will my card be here soon? best Regards",14-6-2022,card_delivery_estimate,en
"Good afternoon, Do you offer cards for those in otherr countries? Thanks",1-10-2022,country_support,en
"Good afternoon, My PIN got blocked, help. best Regards",29-5-2022,pin_blocked,en
"Good morning, Can I get a Visa from you? Thanks",16-5-2022,visa_or_mastercard,en
"Good afternoon, What are some of the restrictions that the disposable cards have? kind Regards",6-11-2022,disposable_card_limits,en
"Good evening, I have a payment I didnt make on my account best Regards",22-1-2022,card_payment_not_recognised,en
"good evening, Why do I need to verify my account? Kind Regards",21-5-2022,why_verify_identity,en
"Good morning, I prefer to get a Mastercardd. Thanks",6-8-2022,visa_or_mastercard,en
"good afternoon, what currencies can i exchange between on your app? thanks",12-4-2022,exchange_via_app,en
"Good morning, There is a top up that has been pending for an hour and I don't knoww why.  I was expecting it immediately and need it now! kind Regards",4-10-2022,pending_top_up,en
"Boa noite, Encontrei o meu cartão. Posso colocá-lo de volta na aplicação? Obrigada",10-12-2022,exchange_charge,pt
"Hi, I want to cancell a purchase best Regards",3-7-2022,request_refund,en
"good afternoon, I have no more money in my account.  Is there a way too do a bank transfer too put money intoo my account? Kind Regards",30-3-2022,transfer_into_account,en
"hello, Why is myy cash deposit not in myy account? Kind Regards",17-1-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Hello, Explain why my top up would be reverted. Kind Regards",5-8-2022,top_up_reverted,en
"hi, My money transfer has not happenedd yet Best Regards",8-11-2022,pending_transfer,en
"Hello, Can I change my details because I moved? Best Regards",10-6-2022,edit_personal_details,en
"good afternoon, Can I exchange USD for GBP in your app? Best Regards",4-12-2022,exchange_via_app,en
"Good morning, I am upset with your service.  Please delete my account. Kind Regards",27-9-2022,terminate_account,en
"Good afternoon, Cann I convert currency with the app? thanks",4-6-2022,exchange_via_app,en
"Good evening, I would like my card activated. thanks",25-3-2022,activate_my_card,en
"Good morning, I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem? Kind Regards",24-10-2022,transfer_not_received_by_recipient,en
"Good morning, Iff my top-up didn't transfer, what went wrong? Kind Regards",27-5-2022,top_up_reverted,en
"Hello, Why hasn't my friend's transactionn arrive yet? Kind Regards",13-5-2022,transfer_not_received_by_recipient,en
"good morning, Does the exchange rate change each day for purchases? There is a different rate on my purchase. thanks",2-10-2022,card_payment_wrong_exchange_rate,en
"Hello, Can third party fees affectt a transfer? Best Regards",6-4-2022,top_up_by_bank_transfer_charge,en
"Good afternoon, I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending? kind Regards",10-4-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Good morning, make my account go awayy kind Regards",11-3-2022,terminate_account,en
"Hi, Where do I find myy card PIN? best Regards",17-12-2022,get_physical_card,en
"hello, I'm still awaiting for the completion of the transaction. Kind Regards",9-8-2022,transfer_not_received_by_recipient,en
"good evening, Why does my transferr keep failing? I've tried 5 times and they all failed. kind Regards",11-4-2022,failed_transfer,en
"Hello, What is my top-up limit? kind Regards",22-1-2022,top_up_limits,en
"Good evening, how much is it to exchange currency Thanks",2-4-2022,exchange_charge,en
"good morning, Whyy is my physical card not working? kind Regards",13-8-2022,card_not_working,en
"hi, There is an unexplained $1 charge on my statement, can you please explain this to me? kind Regards",22-6-2022,extra_charge_on_statement,en
"hi, Is there anyway to bypass identity verification? thanks",27-9-2022,why_verify_identity,en
"good morning, How do I get my card into the app? Kind Regards",8-6-2022,card_linking,en
"good afternoon, How much will I be chaarged for aa cross-currency exchaange? kind Regards",9-10-2022,exchange_charge,en
"hi, Which cards are accepted for topping up? best Regards",21-8-2022,supported_cards_and_currencies,en
"Hello, How do I reset my passcode? Best Regards",13-1-2022,passcode_forgotten,en
"Good morning, The fee charged when I changed rubles into British pounds was too much. kind Regards",2-4-2022,card_payment_wrong_exchange_rate,en
"good morning, Why did I get charged more for using my card? Best Regards",15-7-2022,card_payment_fee_charged,en
"Good morning, The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue? best Regards",5-3-2022,failed_transfer,en
"Good evening, I've been waiting ages and my PIN hasn't gotten here. best Regards",27-8-2022,get_physical_card,en
"Good afternoon, How do I delete my account? I am dissatisfied with the service. thanks",14-11-2022,terminate_account,en
"good morning, I was wonderinng, Can I get my pay inn another currency? Thanks",1-5-2022,receiving_money,en
"Good evening, I made a bank transfer but it doesn't seem to have gone through? Kind Regards",8-8-2022,balance_not_updated_after_bank_transfer,en
"Good evening, There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not? Kind Regards",27-12-2022,direct_debit_payment_not_recognised,en
"Good evening, Is it possible for friends to top up my account? Kind Regards",2-9-2022,topping_up_by_card,en
"hello, I havee a top up card. Where is the verification code? Thanks",29-9-2022,verify_top_up,en
"Good evening, Do you know howw to change my card PIN? kind Regards",3-9-2022,change_pin,en
"Good evening, Is there a way to recover my password? Thanks",5-7-2022,passcode_forgotten,en
"good afternoon, Explain pending transactionss. best Regards",15-3-2022,pending_cash_withdrawal,en
"good evening, I traansfered my baalaance aa while baack.  Why doesn't my aaccount reflect this? best Regards",13-5-2022,balance_not_updated_after_bank_transfer,en
"Hello, I would like to have a physical card to carry around and use. How can I get one? thanks",22-9-2022,order_physical_card,en
"Good morning, I received a returned payment that I made. Thanks",29-7-2022,reverted_card_payment?,en
"hello, If I top up using a European card is there a charge? best Regards",14-12-2022,top_up_by_card_charge,en
"hello, I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending? best Regards",23-1-2022,pending_top_up,en
"Hello, How can I open an account for my children? Best Regards",3-3-2022,age_limit,en
"Good morning, My card is lost!  Please help me! thanks",28-8-2022,lost_or_stolen_card,en
"Boa tarde, Que taxa de câmbio vou receber nos dias úteis e nos fins de semana? Melhores cumprimentos",19-4-2022,direct_debit_payment_not_recognised,pt
"good evening, I made a transaction this morning but I need to revert it now. best Regards",25-6-2022,cancel_transfer,en
"good evening, Was my card payment reverted? Best Regards",6-12-2022,reverted_card_payment?,en
"hello, My transaction has nott been received. When are you going to process it? Kind Regards",16-9-2022,transfer_not_received_by_recipient,en
"Hi, Is my new bank card on the way and is there a way to trackk it? kind Regards",28-4-2022,card_arrival,en
"hello, why and how soon do I havee to havee proof of identity to you? thanks",22-5-2022,why_verify_identity,en
"hi, How much extra will I be charged for exchanging foreign currency? Kind Regards",18-4-2022,exchange_charge,en
"Good afternoon, I have arranged a transfer, but no longer need to send it. How do I stop the transfer? Kind Regards",2-8-2022,cancel_transfer,en
"hello, I made a payment and it is showing up twice thanks",9-9-2022,transaction_charged_twice,en
"Good evening, I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is? Thanks",26-11-2022,direct_debit_payment_not_recognised,en
"Good morning, The cheque I deposited isn't showingg in my account Best Regards",3-10-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Hi, I was charged twice for the same purchase! Best Regards",24-4-2022,transaction_charged_twice,en
"Good evening, There is a missing transfer on my account Kind Regards",13-9-2022,balance_not_updated_after_bank_transfer,en
"good afternoon, What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym? Best Regards",2-3-2022,virtual_card_not_working,en
"hello, where to i get my fundss from? Best Regards",19-9-2022,verify_source_of_funds,en
"hi, Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. thanks",12-5-2022,change_pin,en
"Good evening, What sort of restrictionss are there for the disposable cards? best Regards",8-3-2022,disposable_card_limits,en
"Good evening, I got notified that my top up has been reverted. Why? Thanks",10-5-2022,top_up_reverted,en
"Hello, My contactless is non-functional. kind Regards",22-12-2022,contactless_not_working,en
"good morning, What's up with the extra fee I got? Best Regards",16-4-2022,cash_withdrawal_charge,en
"Hello, Must I verify my identity? Kind Regards",17-3-2022,why_verify_identity,en
"good afternoon, My Virtual card was rejected for a car rental. Why? thanks",19-8-2022,virtual_card_not_working,en
"good morning, There is a fee from a transfer that is not supposedd to be here! Thanks",13-12-2022,transfer_fee_charged,en
"hello, How can I tell iff an AMT will take this card? Best Regards",14-12-2022,atm_support,en
"hello, I waant aa reaason aas to why my beneficiaary is not aallowed? Thanks",9-12-2022,beneficiary_not_allowed,en
"Good afternoon, can i get a card if I live in the usa? Kind Regards",23-12-2022,country_support,en
"good morning, Everything seems fine with my account, so why did it decline my payment? Thanks",13-11-2022,declined_card_payment,en
"Good evening, Won't let me top my card up!! Who can get it sortedd out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up? best Regards",10-3-2022,top_up_failed,en
"good morning, What are the requirements to open an account for a minor? Kind Regards",5-4-2022,age_limit,en
"good evening, How can I transfer some money into a foreign account? Best Regards",13-1-2022,transfer_into_account,en
"Good morning, The ATM wouldn't let me have my moneyy. best Regards",23-6-2022,declined_cash_withdrawal,en
"Good morning, Hi, I have done a topup, but my money was reverted. Please look into this issue. Best Regards",21-4-2022,top_up_reverted,en
"Hi, How to edit personal detailss? best Regards",29-3-2022,edit_personal_details,en
"Good morning, I don't have a virtual card - how do I get one? Thanks",2-1-2022,getting_virtual_card,en
"Boas, Ainda não recebi o meu cartão depois de duas semanas. Está perdido? Melhores cumprimentos",3-10-2022,card_acceptance,pt
"hi, When will myy new card arrive? best Regards",10-6-2022,card_arrival,en
"Hi, My card arrived but I need to make it work in the app, how do I do that? Kind Regards",6-5-2022,card_linking,en
"hello, please cancell the transaction Best Regards",7-11-2022,cancel_transfer,en
"good morning, Why have I been charged a fee for card payment? kind Regards",24-11-2022,card_payment_fee_charged,en
"Hello, I'm confused ass to why my contactless is not working. thanks",26-9-2022,contactless_not_working,en
"Hello, Is it possible to hold money in different currencies? Thanks",11-6-2022,fiat_currency_support,en
"Hi, I have to make several disposable cards per day. kind Regards",25-6-2022,disposable_card_limits,en
"good evening, Can I edit my details? kind Regards",30-11-2022,edit_personal_details,en
"Hi, Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? thanks",13-12-2022,pending_transfer,en
"good morning, How long does it take in Europe to do a transfer? best Regards",9-7-2022,transfer_timing,en
"Good afternoon, What ATMs usee this card? Thanks",15-8-2022,atm_support,en
"Good morning, How do I report possible fraudulent activity on my account? Kind Regards",22-7-2022,compromised_card,en
"Hi, What do you charge for an exchange fee? kind Regards",2-9-2022,exchange_charge,en
"Hi, I wishh to top up using a cheque. Best Regards",23-7-2022,top_up_by_cash_or_cheque,en
"Hi, I believe I gott a wrong exchange rate when I gott cash. thanks",28-11-2022,wrong_exchange_rate_for_cash_withdrawal,en
"good afternoon, Myy top-up failed to go through. Kind Regards",24-9-2022,top_up_failed,en
"good afternoon, What does it mean if my cash withdrawal is pending? Thanks",25-1-2022,pending_cash_withdrawal,en
"hi, How doo I get a virtual card on my device? Best Regards",10-3-2022,getting_virtual_card,en
"good afternoon, I lost my passcodee. Thanks",28-6-2022,passcode_forgotten,en
"Hello, Why was I charged an extra pound? Thanks",21-6-2022,extra_charge_on_statement,en
"Good afternoon, With one disposablee card how many transactions can i do? best Regards",27-9-2022,disposable_card_limits,en
"Good evening, When will my account receive the moneyy? Kind Regards",30-5-2022,transfer_timing,en
"Good evening, Someone is using my card to purchase flights to New York it's not me because I'm not going to New York, please can you cancel the card and refund the money? Kind Regards",20-12-2022,cash_withdrawal_not_recognised,en
"good evening, Is there any way to get another card on the same account? Best Regards",22-5-2022,getting_spare_card,en
"Good afternoon, Is a physical card also availablee Thanks",25-12-2022,order_physical_card,en
"good morning, I have been charged a fee that I didn't know about. Why have you charged me extra forr card payments? best Regards",2-6-2022,card_payment_fee_charged,en
"Good morning, Are there fees for adding money with an International card? best Regards",30-4-2022,top_up_by_card_charge,en
"good evening, Would reinstalling the app solve the problem? best Regards",4-7-2022,contactless_not_working,en
"Hello, When will my transfer move out off pending stage? Thanks",8-12-2022,pending_transfer,en
"Good evening, I am still currently waiting for the cash that has been deposited into the account this morningg. Kind Regards",21-6-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"good evening, When did you start charging to make a withdrawal? How much is it now? I always thought it was free. Best Regards",29-3-2022,cash_withdrawal_charge,en
"good morning, ATM apparently not working?  Couldn't accesss funds in my account? Kind Regards",16-12-2022,declined_cash_withdrawal,en
"good afternoon, I wantt to exchange USD and GBP with the app best Regards",19-4-2022,exchange_via_app,en
"Hi, How can I obtain a virtual card? best Regards",12-4-2022,getting_virtual_card,en
"Good evening, Why have I been charged more than once for the same transactionn? Kind Regards",15-9-2022,transaction_charged_twice,en
"good evening, Payment did nott process best Regards",6-10-2022,beneficiary_not_allowed,en
"good evening, How do I use the app to exchange currencies? thanks",22-4-2022,exchange_via_app,en
"Hi, I need to transfer money into my account, HOW? best Regards",10-12-2022,transfer_into_account,en
"good evening, can you express my card too me? Thanks",16-7-2022,card_delivery_estimate,en
"Hi, Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong? best Regards",22-6-2022,declined_cash_withdrawal,en
"hello, wheres my pin Kind Regards",13-4-2022,get_physical_card,en
"good evening, I hope you can help me. My account has been compromisedd from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? best Regards",16-10-2022,cash_withdrawal_not_recognised,en
"hello, I'm having problems with ID verification thanks",28-11-2022,unable_to_verify_identity,en
"Good evening, This debit is not my transcationn. How do I get my money out back? Kind Regards",2-3-2022,direct_debit_payment_not_recognised,en
"hi, how do i setup my apple pay best Regards",16-4-2022,apple_pay_or_google_pay,en
